0,3,16
1,12,6
2,9,6
3,2,17
4,19,20
5,6,2
6,20,19
7,19,1
8,14,6
9,19,7
10,5,13
11,17,8
12,18,14
13,12,5
14,10,17
15,4,13
16,3,5
17,5,2
18,1,15
19,3,15
20,16,11
21,7,13
22,16,3
23,6,6
24,10,18
25,6,3
26,12,16
27,11,16
28,4,13
29,14,2
30,11,1
31,17,5
32,12,9
33,18,5
34,14,13
35,13,13
36,18,19
37,10,10
38,2,18
39,18,4
40,2,2
41,4,14
42,9,14
43,3,7
44,1,16
45,20,5
46,7,4
47,7,3
48,6,14
49,4,9
50,17,3
51,9,8
52,11,6
53,15,9
54,16,4
55,20,19
56,16,10
57,11,6
58,13,18
59,13,15
60,16,20
61,7,7
62,19,17
63,3,19
64,3,2
65,12,18
66,8,2
67,3,12
68,20,7
69,9,2
70,5,8
71,15,7
72,10,7
73,20,6
74,14,14
75,11,14
76,7,15
77,17,12
78,7,3
79,10,15
80,8,16
81,15,1
82,10,2
83,3,3
84,4,6
85,18,10
86,1,3
87,12,14
88,12,5
89,10,15
90,2,3
91,12,5
92,17,3
93,13,7
94,15,14
95,16,7
96,7,13
97,3,15
98,5,20
99,2,4
100,20,16
101,16,16
102,20,5
103,5,8
104,5,1
105,10,14
106,19,14
107,7,3
108,8,13
109,15,17
110,16,6
111,10,16
112,20,11
113,15,10
114,17,16
115,3,14
116,3,4
117,20,9
118,20,9
119,9,9
120,11,15
121,13,7
122,3,4
123,12,1
124,12,9
125,18,12
126,10,8
127,9,7
128,18,12
129,18,4
130,13,16
131,4,12
132,17,16
133,15,1
134,1,9
135,3,7
136,11,10
137,8,8
138,13,1
139,17,10
140,15,18
141,7,6
142,18,15
143,4,4
144,6,15
145,19,13
146,17,14
147,15,4
148,1,13
149,6,20
150,18,17
151,10,13
152,18,9
153,10,16
154,18,2
155,3,17
156,15,16
157,12,5
158,9,14
159,8,7
160,19,19
161,12,2
162,11,16
163,12,12
164,15,11
165,8,12
166,6,7
167,1,2
168,2,7
169,18,10
170,19,9
171,12,6
172,18,5
173,20,2
174,3,12
175,13,14
176,8,14
177,12,5
178,11,15
179,17,13
180,7,15
181,5,13
182,15,13
183,6,7
184,2,2
185,15,6
186,12,12
187,4,20
188,20,16
189,8,9
190,3,9
191,17,8
192,18,15
193,9,6
194,16,12
195,15,7
196,8,8
197,8,9
198,11,2
199,15,11
200,14,12
201,18,17
202,9,11
203,7,12
204,14,3
205,4,12
206,4,3
207,11,8
208,5,17
209,13,16
210,15,12
211,1,11
212,18,16
213,11,8
214,18,5
215,2,11
216,20,12
217,17,18
218,9,7
219,2,19
220,13,11
221,1,15
222,14,2
223,14,10
224,15,9
225,6,12
226,20,17
227,20,14
228,16,20
229,1,20
230,18,3
231,13,7
232,12,3
233,20,15
234,8,14
235,17,4
236,13,6
237,5,6
238,16,5
239,6,19
240,4,4
241,6,3
242,8,3
243,8,3
244,10,16
245,14,14
246,9,3
247,9,2
248,13,10
249,4,3
250,5,4
251,11,18
252,10,5
253,9,15
254,4,18
255,14,15
256,15,12
257,14,12
258,17,15
259,20,3
260,11,17
261,14,13
262,2,4
263,13,5
264,13,1
265,2,8
266,1,4
267,12,19
268,9,10
269,10,7
270,20,5
271,1,13
272,16,8
273,11,10
274,1,8
275,6,12
276,11,10
277,4,15
278,6,15
279,12,10
280,7,7
281,3,3
282,13,9
283,20,15
284,7,10
285,1,19
286,4,13
287,20,13
288,16,11
289,1,19
290,2,20
291,16,9
292,16,11
293,19,7
294,11,15
295,11,11
296,15,9
297,8,3
298,20,14
299,3,19
300,4,4
301,3,16
302,10,19
303,18,3
304,10,6
305,19,10
306,7,19
307,3,14
308,2,20
309,15,1
310,19,7
311,6,12
312,13,19
313,12,18
314,12,2
315,19,4
316,18,20
317,16,6
318,5,7
319,15,20
320,20,8
321,2,8
322,12,1
323,13,6
324,3,7
325,15,14
326,20,3
327,3,8
328,3,14
329,19,9
330,18,11
331,20,17
332,7,4
333,15,16
334,11,12
335,12,18
336,7,4
337,14,20
338,20,16
339,10,4
340,11,16
341,7,6
342,20,19
343,16,8
344,6,6
345,6,13
346,14,16
347,16,9
348,16,5
349,17,9
350,18,5
351,8,4
352,11,13
353,16,6
354,17,6
355,8,3
356,3,8
357,16,8
358,6,13
359,19,8
360,2,7
361,13,7
362,9,13
363,2,6
364,1,20
365,16,14
366,3,7
367,2,5
368,11,11
369,5,16
370,2,6
371,14,6
372,17,20
373,13,3
374,7,14
375,9,14
376,8,6
377,7,3
378,5,15
379,19,6
380,5,8
381,14,18
382,1,15
383,8,14
384,2,9
385,3,10
386,15,7
387,7,9
388,18,19
389,19,17
390,10,5
391,9,8
392,19,17
393,14,19
394,6,8
395,20,1
396,15,13
397,2,1
398,17,18
399,7,6
400,1,18
401,6,17
402,2,16
403,9,10
404,4,6
405,4,6
406,12,7
407,8,8
408,12,6
409,14,9
410,5,11
411,19,11
412,14,6
413,11,20
414,8,13
415,17,1
416,8,1
417,7,14
418,7,8
419,7,19
420,20,7
421,6,7
422,14,12
423,16,5
424,14,1
425,14,12
426,12,5
427,9,17
428,19,8
429,14,18
430,2,17
431,12,12
432,8,5
433,8,9
434,9,20
435,6,6
436,4,5
437,14,15
438,14,7
439,12,7
440,9,15
441,8,8
442,8,9
443,11,10
444,13,6
445,9,17
446,19,6
447,18,5
448,18,6
449,16,9
450,1,4
451,3,7
452,19,19
453,3,11
454,2,15
455,13,10
456,9,11
457,13,17
458,18,19
459,12,11
460,10,7
461,15,17
462,11,6
463,7,10
464,7,15
465,14,12
466,10,17
467,15,7
468,11,4
469,8,20
470,15,14
471,14,17
472,3,6
473,13,15
474,3,9
475,9,15
476,11,20
477,2,12
478,2,18
479,12,14
480,7,10
481,15,8
482,1,17
483,18,2
484,9,8
485,13,12
486,20,3
487,3,15
488,20,2
489,8,15
490,1,2
491,5,18
492,9,3
493,14,19
494,14,14
495,9,7
496,1,2
497,19,6
498,5,18
499,9,15
500,11,4
501,14,4
502,15,13
503,4,2
504,20,5
505,20,13
506,15,13
507,5,3
508,8,1
509,1,1
510,10,13
511,12,19
512,9,20
513,4,17
514,11,8
515,11,12
516,13,12
517,12,13
518,20,18
519,16,9
520,6,5
521,9,7
522,14,9
523,16,8
524,3,9
525,2,4
526,17,14
527,4,14
528,11,13
529,2,4
530,6,20
531,9,5
532,16,10
533,16,20
534,7,19
535,8,3
536,12,4
537,3,20
538,5,17
539,8,4
540,12,4
541,15,13
542,8,17
543,12,2
544,19,6
545,2,15
546,11,4
547,11,16
548,11,8
549,6,14
550,4,14
551,15,14
552,16,8
553,12,6
554,19,9
555,12,19
556,19,6
557,7,5
558,14,1
559,5,17
560,15,4
561,10,20
562,12,16
563,19,7
564,16,16
565,17,11
566,1,6
567,8,5
568,17,8
569,9,3
570,18,18
571,11,14
572,8,7
573,5,12
574,6,2
575,2,8
576,10,11
577,17,12
578,20,5
579,16,18
580,8,1
581,5,1
582,7,14
583,10,15
584,17,16
585,14,2
586,18,3
587,20,2
588,16,3
589,13,2
590,17,3
591,1,5
592,1,2
593,2,14
594,2,6
595,1,15
596,4,8
597,14,4
598,1,19
599,2,17
600,14,1
601,15,8
602,17,3
603,12,6
604,13,7
605,19,3
606,8,6
607,20,20
608,20,9
609,12,9
610,4,5
611,18,15
612,19,4
613,17,19
614,6,7
615,6,11
616,5,12
617,16,3
618,18,15
619,13,11
620,10,19
621,15,3
622,1,3
623,5,9
624,11,10
625,14,3
626,17,13
627,4,6
628,11,13
629,7,18
630,19,17
631,10,7
632,9,9
633,3,14
634,6,15
635,7,2
636,5,1
637,19,15
638,15,2
639,16,3
640,19,16
641,17,20
642,5,14
643,1,11
644,16,12
645,10,11
646,17,18
647,3,20
648,14,19
649,1,16
650,8,12
651,15,10
652,8,1
653,6,3
654,1,10
655,18,13
656,4,19
657,18,10
658,9,5
659,13,12
660,17,11
661,1,15
662,20,1
663,1,3
664,9,11
665,15,7
666,13,6
667,8,7
668,1,6
669,19,19
670,18,8
671,16,12
672,1,8
673,3,1
674,9,7
675,5,16
676,1,18
677,4,14
678,15,13
679,5,14
680,9,6
681,20,6
682,18,9
683,5,16
684,17,18
685,11,12
686,15,17
687,14,14
688,16,3
689,6,9
690,7,13
691,6,17
692,15,19
693,1,6
694,11,19
695,6,12
696,17,7
697,19,3
698,20,3
699,20,12
700,16,9
701,17,14
702,18,18
703,11,17
704,8,9
705,7,15
706,18,6
707,7,16
708,20,7
709,7,14
710,2,11
711,20,20
712,3,15
713,15,8
714,14,7
715,16,19
716,15,1
717,4,10
718,2,3
719,20,11
720,19,11
721,2,20
722,6,5
723,18,6
724,13,1
725,6,14
726,3,5
727,20,1
728,8,6
729,8,14
730,17,3
731,14,8
732,20,14
733,4,4
734,14,12
735,19,8
736,2,1
737,8,13
738,16,3
739,11,20
740,1,3
741,11,7
742,11,7
743,5,4
744,1,12
745,1,6
746,4,3
747,7,18
748,18,3
749,19,12
750,1,7
751,4,4
752,17,2
753,14,17
754,10,8
755,1,17
756,6,4
757,15,3
758,7,20
759,20,19
760,5,13
761,4,8
762,10,14
763,1,11
764,17,5
765,15,2
766,3,4
767,6,18
768,19,2
769,10,10
770,10,10
771,3,7
772,2,4
773,2,12
774,8,14
775,13,8
776,11,13
777,11,5
778,16,3
779,2,12
780,13,12
781,1,17
782,1,8
783,4,19
784,7,1
785,19,12
786,13,8
787,6,11
788,4,16
789,18,19
790,11,4
791,4,7
792,9,4
793,17,11
794,4,6
795,2,11
796,15,16
797,7,2
798,18,12
799,18,2
800,12,15
801,10,7
802,16,10
803,9,15
804,19,17
805,18,11
806,1,5
807,20,11
808,7,1
809,1,17
810,6,11
811,19,2
812,7,11
813,17,8
814,7,19
815,11,9
816,7,2
817,12,20
818,8,9
819,11,5
820,12,12
821,15,12
822,16,13
823,3,18
824,10,7
825,8,9
826,14,13
827,19,11
828,18,20
829,17,7
830,2,20
831,6,12
832,13,1
833,10,18
834,11,11
835,16,4
836,15,3
837,14,15
838,15,5
839,15,7
840,12,5
841,4,12
842,17,6
843,11,6
844,14,9
845,7,9
846,3,6
847,14,12
848,3,4
849,17,14
850,12,2
851,20,1
852,6,14
853,11,1
854,3,17
855,19,20
856,4,3
857,7,20
858,18,4
859,11,20
860,10,11
861,3,10
862,8,2
863,6,4
864,8,16
865,1,7
866,20,8
867,4,10
868,12,2
869,13,9
870,10,17
871,17,2
872,16,15
873,2,6
874,5,3
875,8,10
876,19,20
877,12,7
878,7,14
879,3,17
880,2,20
881,14,18
882,7,6
883,18,7
884,14,14
885,8,6
886,15,4
887,9,11
888,10,7
889,19,8
890,7,1
891,13,17
892,1,17
893,5,11
894,14,1
895,19,9
896,3,11
897,8,18
898,18,15
899,2,1
900,18,8
901,9,4
902,11,2
903,1,7
904,12,10
905,5,14
906,17,10
907,1,17
908,10,14
909,20,8
910,1,18
911,18,8
912,17,14
913,19,14
914,16,6
915,11,11
916,17,20
917,16,16
918,2,4
919,19,1
920,17,10
921,10,4
922,1,9
923,10,16
924,16,20
925,5,5
926,18,2
927,3,3
928,7,3
929,4,3
930,12,4
931,4,16
932,6,5
933,4,19
934,12,20
935,2,4
936,7,7
937,2,1
938,8,20
939,4,9
940,6,10
941,18,7
942,9,6
943,4,2
944,4,20
945,18,5
946,2,7
947,2,15
948,6,7
949,7,19
950,9,7
951,13,4
952,19,4
953,7,18
954,4,8
955,16,17
956,16,7
957,14,4
958,11,13
959,6,17
960,18,4
961,9,13
962,13,1
963,18,14
964,13,13
965,12,20
966,19,19
967,15,20
968,17,11
969,14,7
970,1,9
971,10,14
972,9,13
973,3,1
974,12,3
975,15,17
976,12,11
977,2,9
978,15,12
979,18,15
980,16,19
981,19,13
982,6,19
983,5,5
984,4,14
985,20,18
986,9,20
987,9,2
988,2,14
989,15,8
990,18,14
991,9,6
992,19,13
993,4,2
994,7,3
995,7,12
996,11,1
997,15,20
998,6,14
999,14,1
1000,3,1
1001,11,9
1002,1,5
1003,13,1
1004,5,9
1005,12,19
1006,11,9
1007,13,13
1008,18,9
1009,1,16
1010,7,2
1011,15,8
1012,8,14
1013,1,15
1014,15,18
1015,19,17
1016,6,5
1017,8,12
1018,13,11
1019,12,8
1020,19,11
1021,13,5
1022,7,20
1023,9,7
1024,4,11
1025,8,9
1026,17,16
1027,7,6
1028,14,9
1029,3,17
1030,7,13
1031,19,3
1032,18,16
1033,5,12
1034,13,4
1035,19,14
1036,9,1
1037,15,4
1038,4,7
1039,20,13
1040,19,13
1041,8,6
1042,6,4
1043,17,4
1044,20,4
1045,13,12
1046,6,18
1047,12,2
1048,13,15
1049,7,18
1050,13,18
1051,3,18
1052,3,14
1053,19,9
1054,11,19
1055,19,9
1056,8,10
1057,13,13
1058,11,5
1059,11,3
1060,18,11
1061,20,4
1062,19,13
1063,12,18
1064,2,2
1065,7,10
1066,9,19
1067,7,19
1068,10,10
1069,10,20
1070,7,17
1071,19,15
1072,8,12
1073,19,5
1074,9,18
1075,14,6
1076,8,7
1077,12,9
1078,2,14
1079,17,4
1080,9,7
1081,13,20
1082,8,5
1083,14,11
1084,19,4
1085,18,20
1086,4,16
1087,9,2
1088,19,18
1089,10,20
1090,7,1
1091,16,4
1092,1,11
1093,12,16
1094,17,11
1095,16,19
1096,10,17
1097,4,11
1098,19,1
1099,9,3
1100,8,20
1101,15,19
1102,3,2
1103,11,12
1104,20,4
1105,14,7
1106,13,2
1107,17,7
1108,15,3
1109,12,4
1110,4,4
1111,3,7
1112,13,14
1113,19,12
1114,16,11
1115,3,20
1116,11,15
1117,19,9
1118,11,4
1119,6,10
1120,16,11
1121,4,17
1122,20,2
1123,7,13
1124,6,3
1125,2,17
1126,4,1
1127,8,16
1128,5,1
1129,17,6
1130,15,1
1131,14,16
1132,20,11
1133,4,13
1134,9,1
1135,3,19
1136,14,3
1137,12,16
1138,5,19
1139,6,1
1140,19,15
1141,6,13
1142,17,13
1143,6,14
1144,9,7
1145,13,6
1146,2,12
1147,17,1
1148,16,4
1149,15,20
1150,1,8
1151,16,15
1152,9,6
1153,11,5
1154,5,5
1155,6,10
1156,20,20
1157,5,12
1158,1,19
1159,8,18
1160,9,16
1161,19,9
1162,3,2
1163,1,20
1164,16,2
1165,5,20
1166,3,16
1167,17,19
1168,8,2
1169,16,9
1170,5,3
1171,10,2
1172,14,12
1173,14,3
1174,13,9
1175,5,15
1176,6,10
1177,19,13
1178,9,9
1179,8,14
1180,8,7
1181,14,10
1182,6,8
1183,5,7
1184,2,17
1185,2,8
1186,9,4
1187,15,5
1188,13,7
1189,2,20
1190,13,6
1191,6,11
1192,6,14
1193,4,1
1194,2,14
1195,12,17
1196,10,14
1197,1,15
1198,13,9
1199,20,6
1200,12,4
1201,11,17
1202,15,3
1203,18,16
1204,4,19
1205,14,3
1206,18,4
1207,8,15
1208,5,4
1209,11,10
1210,9,10
1211,3,17
1212,4,15
1213,3,4
1214,12,11
1215,14,15
1216,9,20
1217,6,6
1218,4,12
1219,14,4
1220,15,13
1221,15,9
1222,9,6
1223,15,16
1224,16,20
1225,9,7
1226,5,11
1227,7,13
1228,15,13
1229,12,14
1230,7,13
1231,12,7
1232,20,8
1233,11,8
1234,18,1
1235,6,12
1236,12,13
1237,3,1
1238,9,10
1239,14,3
1240,13,8
1241,13,14
1242,8,5
1243,19,5
1244,12,13
1245,12,2
1246,5,14
1247,4,15
1248,10,19
1249,20,2
1250,15,10
1251,16,1
1252,10,11
1253,4,5
1254,9,14
1255,2,17
1256,9,2
1257,17,11
1258,20,2
1259,18,19
